Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Cleveland,09/10/2017,1,Craig Wrolstad,Pittsburgh Steelers 21 @ Cleveland Browns 18,13,144,6,49,6,86,1,9
Minnesota,09/17/2017,2,Pete Morelli,Minnesota Vikings 9 @ Pittsburgh Steelers 26,10,72,5,30,2,22,3,20
Chicago,09/24/2017,3,Clete Blakeman,Pittsburgh Steelers 17 @ Chicago Bears 23,6,40,4,25,1,15,1,0
Baltimore,10/01/2017,4,Walt Anderson,Pittsburgh Steelers 26 @ Baltimore Ravens 9,8,60,7,60,0,0,1,0
Jacksonville,10/08/2017,5,John Parry,Jacksonville Jaguars 30 @ Pittsburgh Steelers 9,5,37,3,22,1,5,1,10
Kansas City,10/15/2017,6,Carl Cheffers,Pittsburgh Steelers 19 @ Kansas City Chiefs 13,6,57,3,35,1,12,2,10
Cincinnati,10/22/2017,7,Bill Vinovich,Cincinnati Bengals 14 @ Pittsburgh Steelers 29,1,5,0,0,1,5,0,0
Detroit,10/29/2017,8,John Hussey,Pittsburgh Steelers 20 @ Detroit Lions 15,5,37,3,17,2,20,0,0
Indianapolis,11/12/2017,10,Clete Blakeman,Pittsburgh Steelers 20 @ Indianapolis Colts 17,9,70,3,25,3,15,3,30
Tennessee,11/16/2017,11,Ron Torbert,Tennessee Titans 17 @ Pittsburgh Steelers 40,7,61,3,30,4,31,0,0
Green Bay,11/26/2017,12,Ed Hochuli,Green Bay Packers 28 @ Pittsburgh Steelers 31,5,45,2,15,1,5,2,25
Cincinnati,12/04/2017,13,Walt Anderson,Pittsburgh Steelers 23 @ Cincinnati Bengals 20,7,66,4,40,0,0,3,26
Baltimore,12/10/2017,14,Walt Coleman,Baltimore Ravens 38 @ Pittsburgh Steelers 39,6,101,2,20,4,81,0,0
New England,12/17/2017,15,Tony Corrente,New England Patriots 27 @ Pittsburgh Steelers 24,6,63,4,35,2,28,0,0
Houston,12/25/2017,16,Bill Vinovich,Pittsburgh Steelers 34 @ Houston Texans 6,4,24,0,0,3,23,1,1
Cleveland,12/31/2017,17,Jerome Boger,Cleveland Browns 24 @ Pittsburgh Steelers 28,3,15,1,5,1,5,1,5
Jacksonville,01/14/2018,Divisional Playoffs,Brad Allen,Jacksonville Jaguars 45 @ Pittsburgh Steelers 42,4,25,1,10,2,10,1,5
Totals,,,,,105,922,51,418,34,363,20,141
